LAT,LONG,DSG,CC1,ADM1,NT,FULL_NAME_RO
-10.191755,151.219989,PT,PP,3,N,Cape Ventenat
-10.191755,151.219989,PT,PP,3,V,Cape D’Entrecasteaux
-10.191755,151.219989,PT,PP,3,V,Karitahua Cape
-10.191755,151.219989,PT,PP,3,V,Cape d’Entrecasteaux
-11.067392,152.533787,ISL,PP,3,N,Venariwa Island
-11.617615,153.509694,ISL,PP,3,N,Venama Island
-11.05251,152.448547,ISL,PP,3,N,Utian Island
-11.05251,152.448547,ISL,PP,3,V,Brooker Island
-11.08205,152.538471,ISL,PP,3,N,Ululina Island
-10.717233,151.771984,ISL,PP,3,N,Tubinagurm Island
-10.717233,151.771984,ISL,PP,3,V,Tabulagoal
-10.820724,152.212629,ISLS,PP,3,N,Torlesse Islands
-10.861257,153.05123,ISL,PP,3,N,Topuna
-10.770516,152.399771,ISL,PP,3,N,Panapompom Island
-11.157475,152.781306,ISL,PP,3,N,Pana Numara Island
-11.153168,152.827681,ISL,PP,3,V,Sharp Island
-11.153168,152.827681,ISL,PP,3,N,Panantanian Island
-10.814784,152.183251,ISL,PP,3,N,Pananiu Island
-10.814784,152.183251,ISL,PP,3,V,Pana Niu
-11.135059,152.811521,ISL,PP,3,N,Panangaribu Island
-5.572525,150.519841,MT,PP,17,V,Mount Bango
-5.572525,150.519841,MT,PP,17,V,Vulkan
-5.572525,150.519841,MT,PP,17,V,Vulken
-5.572525,150.519841,MT,PP,17,N,Mount Pago
-5.556958,150.410739,MT,PP,17,N,Mount Oto
-5.556958,150.410739,MT,PP,17,V,Mount Otto
-5.275171,150.068254,ISL,PP,17,N,Observation Island
-5.737303,150.544063,ISL,PP,0,N,New Britain
-5.737303,150.544063,ISL,PP,0,V,New Britain Island
-5.737303,150.544063,ISL,PP,0,V,Neu-Pommern
-5.737303,150.544063,ISL,PP,0,V,Nova Britannia
-5.737303,150.544063,ISL,PP,0,V,Birara
-5.737303,150.544063,ISL,PP,0,V,Neu-Britannien
-5.730883,150.752823,MT,PP,0,N,Mount Nambon
-5.403697,151.292318,MTS,PP,0,V,Nakanai Range
-5.403697,151.292318,MTS,PP,0,V,Nakanai Gebirge
-5.403697,151.292318,MTS,PP,0,V,Nakanai Ranges
-5.403697,151.292318,MTS,PP,0,N,Nakanai Mountains
-5.498583,150.38931,CONE,PP,17,V,Mululus
-5.498583,150.38931,CONE,PP,17,N,Mount Mululus
-4.900294,151.069018,ISL,PP,17,N,Muli Island
-5.011197,150.037693,CAPE,PP,17,N,Cape Monts
-8.113613,146.990467,MT,PP,1,N,Mount Saint Mary
-8.068418,146.456899,HLL,PP,1,N,Round Hill
-8.774939,146.510996,PT,PP,1,V,Roro Ituna
-8.774939,146.510996,PT,PP,1,N,Roro Ituna Point
-8.91584,146.593323,HLL,PP,1,N,Mount Ripachina
-9.276644,146.911632,HDLD,PP,1,N,Redscar Head
-9.276644,146.911632,HDLD,PP,1,V,Lagaba Head
-8.579019,146.375332,CAPE,PP,0,N,Cape Possession
-8.266447,146.800683,MT,PP,1,N,Mount Fitu
-8.915234,148.522898,PT,PP,4,N,Cape Sinclair
-8.922922,147.542235,MT,PP,0,N,Mount Service
-9.835671,150.932116,ISL,PP,3,V,Harris Island
-9.835671,150.932116,ISL,PP,3,V,Mewad Island
-9.835671,150.932116,ISL,PP,3,N,Mewadi Island
-9.560521,147.313635,PT,PP,1,V,Tubusereia Head
-9.560521,147.313635,PT,PP,1,V,Tupusulei Head
-9.560521,147.313635,PT,PP,1,V,Tupuselei Head
-9.560521,147.313635,PT,PP,1,N,Tupuseleia Head
-9.090494,147.460349,MT,PP,1,N,Mount Totola
-9.090494,147.460349,MT,PP,1,V,Mount Totoea
-9.514732,147.24619,HLL,PP,20,N,Taurama
-10.817135,152.995134,ISL,PP,3,N,Pana Roran Islet
-9.517626,148.828591,MTS,PP,4,V,Didina Range
-9.517626,148.828591,MTS,PP,4,N,Didana Range
-9.891036,148.636714,MT,PP,0,N,Mount Clarence
-10.105043,148.225241,PT,PP,1,N,Waurogola Point
-3.358539,142.201894,MT,PP,18,N,Mount Seno
-5.279435,147.106579,ISL,PP,12,N,Long Island
-4.659482,149.447585,PT,PP,17,N,Lava Cape
-5.540378,148.418746,MT,PP,17,N,Mount Langla
-5.540378,148.418746,MT,PP,17,V,Mount Langila
-4.714641,149.529242,PT,PP,17,N,Cape Lama
-5.564916,148.318647,PT,PP,17,N,Lagunen Point
-5.564916,148.318647,PT,PP,17,V,Lagoon Point
-5.567667,150.477805,MT,PP,17,N,Mount Witori
-5.415785,150.0204,MT,PP,17,N,Mount Welcker
-5.415785,150.0204,MT,PP,17,V,Mount Welcher
-4.926789,151.205601,PK,PP,17,N,Giwu Peak
-5.537138,150.135647,PT,PP,17,N,Gigo Point
-8.416447,150.453499,ISL,PP,3,N,Simsim Island
-8.325401,150.719147,ISL,PP,3,V,Siliniaka Island
-8.325401,150.719147,ISL,PP,3,N,Silipwaka Island
-8.325401,150.719147,ISL,PP,3,V,Silipuaka
-9.146211,150.18444,ISL,PP,3,N,Siata Island
-9.314135,152.527608,ISL,PP,3,N,Sharp Island
-9.566464,150.884306,PT,PP,3,V,Mebuli-buli Point
-9.566464,150.884306,PT,PP,3,N,Sebutuia Point
-9.605297,151.000804,ISL,PP,3,V,Sanaaroa
-9.605297,151.000804,ISL,PP,3,V,Welle Island
-9.605297,151.000804,ISL,PP,3,N,Sanaroa Island
-8.969123,151.979843,ISL,PP,3,N,Gawa Island
-11.46335,153.164559,ISL,PP,3,N,Panaman Islet
-11.46335,153.164559,ISL,PP,3,V,Woody Island
-11.46335,153.164559,ISL,PP,3,V,Panaman Island
-11.138321,152.768043,ISL,PP,3,N,Pana Kuba Island
-11.158856,152.865324,ISL,PP,3,N,Pana Krusima Island
-11.158856,152.865324,ISL,PP,3,V,Earle Island
-11.3003,153.271286,ISL,PP,3,V,Pona Hoba Island
-11.3003,153.271286,ISL,PP,3,N,Pana Hoba Islet
-11.3003,153.271286,ISL,PP,3,V,Panahoba Island
-10.682706,152.371688,ISL,PP,3,V,Panniet Island
-10.682706,152.371688,ISL,PP,3,V,Panaete Island
-10.682706,152.371688,ISL,PP,3,N,Deboyne Island
-10.682706,152.371688,ISL,PP,3,V,Panaeati Island
-11.303626,152.301415,ISL,PP,3,N,Pana Boba Islet
-11.303626,152.301415,ISL,PP,3,V,Pana Boba Island
-11.303626,152.301415,ISL,PP,3,V,Fana Boba Island
-11.303626,152.301415,ISL,PP,3,V,Panaubwaubwa Island
-11.280917,152.357446,ISL,PP,3,N,Pana Bobai Ana Island
-11.280917,152.357446,ISL,PP,3,V,Pana Bobaiana
-11.357326,153.337046,ISL,PP,3,V,Osasai Island
-11.357326,153.337046,ISL,PP,3,N,Osasai Islet
-10.888196,153.094548,ISL,PP,3,N,Oreia Islet
-10.888196,153.094548,ISL,PP,3,V,Oreia Island
-11.142965,152.81403,ISL,PP,3,N,Nunuan Islet
-11.142965,152.81403,ISL,PP,3,V,Nunuan Island
-10.336126,151.876163,ISL,PP,3,N,Hastings Island
-10.424991,151.314004,ISLS,PP,3,N,Hardman Islands
-11.115543,152.729243,PT,PP,3,N,Hana Manawi Point
-10.672458,151.059973,ISL,PP,3,V,Katukatuwe
-10.672458,151.059973,ISL,PP,3,N,Haines Island
-8.478277,143.21083,ISL,PP,6,N,Magabu Island
-8.277861,142.797082,ISL,PP,6,N,Little Domori Island
-8.432316,143.294081,ISL,PP,6,N,Kuragimini Island
-8.216043,143.705999,PT,PP,6,V,Korimoro Point
-8.216043,143.705999,PT,PP,6,N,Koriomoro Point
-8.216043,143.705999,PT,PP,6,V,Koriomo Point
-8.549708,143.433634,ISL,PP,6,N,Kiwai Island
-8.76723,146.530958,PT,PP,1,V,Au Point
-8.76723,146.530958,PT,PP,1,N,Pinupaka Point
-8.268047,146.298235,HLLS,PP,2,N,Palipala Hills
-8.324034,146.822312,MT,PP,1,N,Mount Kamuga
-8.324034,146.822312,MT,PP,1,V,Mount Kumuga
-8.296197,146.249425,PT,PP,2,V,Kiakavau Point
-8.296197,146.249425,PT,PP,2,N,Kaikavau Point
-8.716686,147.399572,MT,PP,0,N,Mount Scratchley
-9.452767,147.662714,SPUR,PP,1,N,Franklins Knob
-10.086667,148.170626,PT,PP,1,N,Vilirupu Point
-10.604343,150.009818,ISL,PP,3,N,Opea Island
-10.2613,149.180187,PT,PP,1,N,Onibu Point
-8.366261,150.175974,ISL,PP,3,V,Gadwina Island
-8.366261,150.175974,ISL,PP,3,N,Gabwina Island
-9.96235,151.057057,PT,PP,3,N,Etabu Point
-9.3875,151.940768,ISL,PP,3,V,Egum Island
-9.3875,151.940768,ISL,PP,3,N,Egum Islet
-9.363572,151.917205,ATOL,PP,3,V,Egum Islands
-9.363572,151.917205,ATOL,PP,3,V,Egum Group
-9.363572,151.917205,ATOL,PP,3,N,Egum Atoll
-9.363572,151.917205,ATOL,PP,3,V,Egum
-8.578048,150.921953,PT,PP,3,N,Dukuboi Point
-9.956331,150.848163,ISL,PP,3,V,Uruma
-9.956331,150.848163,ISL,PP,3,N,Duchess Island
-9.678444,150.926524,CAPE,PP,3,V,Cape Kwaia
-9.678444,150.926524,CAPE,PP,3,N,Cape Doubtful
-10.354262,150.587288,PT,PP,3,N,Lihitabu Point
-10.304711,150.921702,ISL,PP,3,N,Lelei-Gana Island
-10.304711,150.921702,ISL,PP,3,V,Pahilele Island
-10.304711,150.921702,ISL,PP,3,V,Lelei-gana
-11.298996,154.056111,PT,PP,3,N,Gwainyu Point
-10.953962,152.740741,ISL,PP,3,N,Gumai An Island
-11.041875,152.513714,ISL,PP,3,N,Gulewa Island
-10.343748,151.125049,ISL,PP,3,N,Grace Island
-3.212418,144.110821,ISL,PP,11,V,Roissy Island
-3.212418,144.110821,ISL,PP,11,V,Wokeo Island
-3.212418,144.110821,ISL,PP,11,N,Vokeo Island
-3.390624,144.406504,ISL,PP,11,V,Wiei
-3.390624,144.406504,ISL,PP,11,V,Wai
-3.390624,144.406504,ISL,PP,11,V,Wiai
-3.390624,144.406504,ISL,PP,11,V,Jacquinot Island
-3.390624,144.406504,ISL,PP,11,N,Viai Island
-3.337611,143.505433,PT,PP,11,N,Cape Ulekup
-3.499804,143.225861,MT,PP,11,N,Mount Ulbanep
-3.121088,142.397926,ISL,PP,18,N,Tumleo Island
-3.121088,142.397926,ISL,PP,18,V,Tamara Island
-1.483423,145.082199,ISL,PP,13,V,Zet
-1.483423,145.082199,ISL,PP,13,N,Tset Islet
-3.40091,142.515852,MTS,PP,18,N,Torricelli Mountains
-5.732581,147.8551,PT,PP,14,V,Higgens Point
-5.732581,147.8551,PT,PP,14,N,Higgins Point
-5.421242,147.744119,ISL,PP,14,N,Hein Island
-5.657564,148.310092,PT,PP,17,N,Grass Point
-5.818458,148.033783,PT,PP,14,N,Graah Point
-5.135824,150.029497,CONE,PP,17,V,Mount Bola
-5.135824,150.029497,CONE,PP,17,N,Mount Wangore
-5.135824,150.029497,CONE,PP,17,V,Mount Bulu
-5.135824,150.029497,CONE,PP,17,V,Wangore
-5.57598,150.100199,CONE,PP,17,N,Mount Du Faure
-5.57598,150.100199,CONE,PP,17,V,Du Faure
-4.907271,151.357451,PT,PP,17,N,Cape Deschamp
-5.444626,150.407383,PT,PP,17,N,Deception Point
-5.686344,151.500331,PT,PP,10,V,South Cape
-5.686344,151.500331,PT,PP,10,N,Cape Cunningham South
-5.048577,150.184828,PT,PP,17,N,Cape Campbell
-5.603209,150.345308,HLL,PP,17,N,Mount Buvasi
-9.473001,150.365141,PT,PP,3,V,Cocoanut Point
-9.473001,150.365141,PT,PP,3,N,Coconut Point
-9.33364,150.712763,ISL,PP,3,N,Chalata Island
-9.266909,153.50699,ISL,PP,3,N,Cannac Island
-9.93726,151.184405,PT,PP,3,V,Baradua Point
-9.93726,151.184405,PT,PP,3,N,Bwaruada Point
-10.345856,150.661064,ISLS,PP,3,N,Killerton Islands
-10.27567,150.705572,MT,PP,3,V,Mount Binumi
-10.27567,150.705572,MT,PP,3,N,Mount Killerton
-10.27567,150.705572,MT,PP,3,V,Mount Binumu
-10.345714,150.56545,PT,PP,3,N,Kedi Point
-10.35755,150.35914,ISL,PP,3,N,Kebolia Island
-10.35755,150.35914,ISL,PP,3,V,Keboiri
-10.227507,150.840624,PT,PP,3,N,Kape Point
-10.322356,150.962097,ISL,PP,3,V,Hana-Kuba-Kuba Island
-10.322356,150.962097,ISL,PP,3,V,Kana Kuba Kuba Island
-10.322356,150.962097,ISL,PP,3,N,Kana Kuba Island
-10.476591,150.645471,PT,PP,3,N,Kana Kopi Point
-10.476591,150.645471,PT,PP,3,V,Kana Kopa Point
-11.096161,151.13359,ISLS,PP,3,N,Stuers Islands
-10.237342,151.86411,ISLS,PP,3,N,Strathord Islands
-11.072133,152.474553,ISLS,PP,3,N,Spire Islets
-10.678847,151.033027,PT,PP,3,N,South Point
-10.941066,151.015533,ISL,PP,3,N,Mamaramamaweino
-10.095773,151.250076,PT,PP,3,N,Lihuai Point
-10.670088,150.924163,ISL,PP,3,V,O’Neill Island
-10.670088,150.924163,ISL,PP,3,V,O Neil
-10.670088,150.924163,ISL,PP,3,V,Bwiari Island
-10.670088,150.924163,ISL,PP,3,N,Weitoa Island
-10.670088,150.924163,ISL,PP,3,V,Buiari Island
-10.660617,150.467877,ISL,PP,3,N,Wasima Island
-10.726735,150.232822,ISL,PP,3,N,Vehi Island
-10.726735,150.232822,ISL,PP,3,V,Wedge Island
-10.726735,150.232822,ISL,PP,3,V,Wehi Island
-10.726735,150.232822,ISL,PP,3,V,Weni Island
-10.672501,150.116915,PT,PP,3,N,Tree Point
-10.72403,150.240642,PT,PP,3,N,Taubeubeu Point
-10.703715,150.251351,ISL,PP,3,N,Suau Island
-10.703715,150.251351,ISL,PP,3,V,Stacey Island
-8.929243,142.045324,ISL,PP,6,N,Jari Island
-8.561577,143.308886,ISL,PP,6,V,Allen Island
-8.561577,143.308886,ISL,PP,6,V,Magobu Island
-8.561577,143.308886,ISL,PP,6,N,Dubuwaro Island
-10.495445,149.844746,ISL,PP,3,V,Dufaure Island
-10.495445,149.844746,ISL,PP,3,V,Mugulu
-10.495445,149.844746,ISL,PP,3,V,Mugula Island
-10.495445,149.844746,ISL,PP,3,N,Bona Bona Island
-10.286293,148.965024,PT,PP,1,V,Gatumata Point
-10.286293,148.965024,PT,PP,1,V,Table Point
-10.286293,148.965024,PT,PP,1,N,Batumata Point
-10.360537,149.601457,ISL,PP,1,N,Baibara Island
-10.57225,149.881023,PT,PP,3,V,Cone Point
-10.57225,149.881023,PT,PP,3,N,Ava Point
-8.564362,146.44076,RDGE,PP,1,N,Inapi Ridge
-9.425726,146.88537,ISL,PP,1,N,Idihi Island
-9.425726,146.88537,ISL,PP,1,V,Idiha Island
-8.957607,147.601766,MT,PP,0,N,Mount Thumb
-8.960064,148.335211,MTS,PP,4,V,Hydrographer Range
-8.960064,148.335211,MTS,PP,4,N,Hydrographers Range
-9.469422,147.562795,PK,PP,1,N,Mount Wrong
-10.313526,149.324274,PT,PP,1,V,Kwaipomata Point
-10.313526,149.324274,PT,PP,1,N,Mogubu Point
-10.138874,148.273734,PT,PP,1,N,Kaligola Point
-10.405474,149.578228,ISL,PP,1,V,Imsa
-10.405474,149.578228,ISL,PP,1,N,Juliade Island
-10.405474,149.578228,ISL,PP,1,V,Imuta Island
-3.20659,143.258461,ISL,PP,11,V,Tendanie
-3.20659,143.258461,ISL,PP,11,V,Tendanje
-3.20659,143.258461,ISL,PP,11,V,Tendanye Island
-3.20659,143.258461,ISL,PP,11,N,Tarawai Island
-3.20659,143.258461,ISL,PP,11,V,Tarawa
-3.20659,143.258461,ISL,PP,11,V,Bertrand Island
-3.417779,143.635684,PT,PP,11,N,Sup Point
-3.317523,142.07945,MT,PP,18,N,Mount Pili
-1.302282,144.344801,ISL,PP,13,N,Pihun Island
-1.586613,144.98795,ISL,PP,13,V,Pianu Islet
-1.586613,144.98795,ISL,PP,13,N,Pianau Island
-1.468814,145.1522,ISL,PP,13,N,Pemei Island
-1.468814,145.1522,ISL,PP,13,V,Peme
-1.340405,144.173023,ISL,PP,13,N,Pelipa Island
-3.418143,143.555811,PT,PP,11,V,Cape Pausam
-3.418143,143.555811,PT,PP,11,N,Cape Pausum
-1.394118,144.086069,ISL,PP,13,N,Pataku
-1.086114,144.400261,ISL,PP,13,N,Palitolla Island
-1.243066,144.356673,ISL,PP,13,N,Onia Island
-3.317546,143.510791,PT,PP,11,N,Cape Onamu
-8.464183,150.885178,ISL,PP,3,N,Buriwadi Island
-9.303148,153.677079,ISL,PP,3,N,Bukulan Island
-9.303148,153.677079,ISL,PP,3,V,Bugulan
-9.291489,153.691281,ISL,PP,3,N,Budelun Island
-8.40965,151.116522,PT,PP,3,V,Cape Denis
-8.40965,151.116522,PT,PP,3,N,Bomatu Point
-8.40965,151.116522,PT,PP,3,V,Bamatu Point
-8.545209,151.015302,PT,PP,3,N,Boli Point
-8.417228,150.891748,ISL,PP,3,N,Boinagi Island
-8.417228,150.891748,ISL,PP,3,V,Boimago Island
-8.417228,150.891748,ISL,PP,3,V,Boingi Island
-8.417228,150.891748,ISL,PP,3,V,Boimagi Island
-9.963279,150.880078,PT,PP,3,N,Boboabol Point
-9.963279,150.880078,PT,PP,3,V,Boboaboi Point
-9.963279,150.880078,PT,PP,3,V,Boaboai Point
-9.854688,150.851412,PT,PP,3,N,Bibeu Point
-9.239781,150.754329,ISL,PP,3,N,Bialao Island
-9.251638,150.754136,ISL,PP,3,N,Belobeloia Island
-9.251638,150.754136,ISL,PP,3,V,Belobeloia
-9.371715,150.398472,ISLS,PP,3,N,Barrier Islands
-11.447396,153.376179,MT,PP,3,N,Mount Sola Duaga
-11.042502,152.40219,ISLS,PP,3,N,Sloss Islets
-10.61042,151.242663,ISL,PP,3,V,Nara nara wai
-10.61042,151.242663,ISL,PP,3,N,Skelton Island
-10.61042,151.242663,ISL,PP,3,V,Skeleton Island
-11.05156,152.942512,ISL,PP,3,N,Siwai Wa Islet
-11.05156,152.942512,ISL,PP,3,V,Siwai-wa Island
-11.625798,153.764898,PT,PP,3,V,East Point
-11.625798,153.764898,PT,PP,3,N,Cape Siri
-11.625798,153.764898,PT,PP,3,V,Sudest
-10.068863,151.267623,PT,PP,3,N,Sinada Point
-10.845953,151.14052,ISL,PP,3,V,Foolscap Rock
-10.845953,151.14052,ISL,PP,3,N,Siga Islet
-10.845953,151.14052,ISL,PP,3,V,Siga Island
-11.27721,153.101705,ISL,PP,3,N,Sibumbum Islet
-11.27721,153.101705,ISL,PP,3,V,Sibumbum Island
-10.528369,151.08634,ISL,PP,3,N,Shortland Island
-10.263468,151.025003,PT,PP,3,N,Sekwia Kwioa Point
-10.547568,151.829008,ISL,PP,3,V,Sarupi Island
-10.547568,151.829008,ISL,PP,3,N,Sarupai
-8.303434,142.855003,ISL,PP,6,N,Domori Island
-8.303434,142.855003,ISL,PP,6,V,Dawaori
-8.207948,143.663835,ISL,PP,6,N,Dibiri Island
-8.693954,143.378513,ISL,PP,6,V,Daware Island
-8.693954,143.378513,ISL,PP,6,V,Daware Mamoke Island
-8.693954,143.378513,ISL,PP,6,N,Dawari Island
-8.415659,143.265574,ISL,PP,6,N,Daura Island
-9.084426,143.204473,ISL,PP,6,N,Daru Island
-8.224718,142.11074,ISL,PP,6,N,D’Albertis Island
-8.231103,142.160503,ISLS,PP,6,V,D’Albertus Fairfax Group
-8.231103,142.160503,ISLS,PP,6,V,D’Albertis Fairfex Group
-8.231103,142.160503,ISLS,PP,6,N,D’Albertis Fairfax Group
-8.740667,148.471679,CAPE,PP,4,N,Cape Sudest
-8.628357,148.354418,PT,PP,4,N,Cape Killerton
-9.377219,147.579591,MT,PP,1,N,Vor Vori Bluff
-9.456653,147.527138,MT,PP,1,N,Mount Verey Wright
-9.51547,147.349698,HLLS,PP,1,V,Goari Hill
-9.51547,147.349698,HLLS,PP,1,N,Goari Hills
-9.643327,149.005805,MTS,PP,4,N,Goropu Mountains
-9.643327,149.005805,MTS,PP,4,V,Gogopu Mountains
-8.999883,149.115263,PT,PP,4,N,Dobua Point
-9.837578,149.2858,MT,PP,0,N,Mount Dayman
-10.601814,150.000526,PT,PP,3,N,Cape Itihi
-10.601814,150.000526,PT,PP,3,V,Cape Itina
-10.139183,148.05415,PT,PP,1,N,Irugela Point
-10.176325,148.340468,PT,PP,1,N,Inawaimana Point
-10.103842,147.725692,PT,PP,1,N,Hood Point
-3.145508,142.487455,ISL,PP,18,V,Selio Island
-3.145508,142.487455,ISL,PP,18,N,Seleo Island
-3.415583,143.625303,PT,PP,11,N,Cape Saum
-3.361819,142.517447,MT,PP,18,N,Mount Sapau
-3.433795,143.546863,PT,PP,11,N,Cape Samein
-3.433795,143.546863,PT,PP,11,V,Cape Samain
-1.404421,144.08662,ATOL,PP,13,V,Sama Islands
-1.404421,144.08662,ATOL,PP,13,V,Sama Group
-1.404421,144.08662,ATOL,PP,13,N,Sama Atoll
-1.353336,144.067072,ISL,PP,13,N,Sama
-0.754058,145.301933,ISLS,PP,13,V,Sae Island
-0.754058,145.301933,ISLS,PP,13,N,Sae Islands
-0.754058,145.301933,ISLS,PP,13,V,Saë
-0.754058,145.301933,ISLS,PP,13,V,Commerson Islands
-0.754058,145.301933,ISLS,PP,13,V,Commerson Inseln
-0.754058,145.301933,ISLS,PP,13,V,Sae Inseln
-3.133419,142.353535,PT,PP,18,N,Rohm Point
-3.133419,142.353535,PT,PP,18,V,Rom Point
-5.743846,144.708159,MT,PP,16,N,Mount Bundarn
-5.56416,144.793429,MTS,PP,0,N,Bismarck Range
-5.56416,144.793429,MTS,PP,0,V,Bismarck Mountains
-5.56416,144.793429,MTS,PP,0,V,Bismark Mountains
-5.807961,144.892965,MT,PP,16,N,Mount Bedego
-5.807961,144.892965,MT,PP,16,V,Mount Bedegu
-11.341749,154.005795,PT,PP,3,N,Mboibi Point
-11.324231,154.063224,PT,PP,3,N,Mbeawe Point
-11.182608,151.99565,ISLS,PP,3,N,Duperre Islets
-11.182608,151.99565,ISLS,PP,3,V,Duperre Islands
-11.27915,152.373292,ISLS,PP,3,N,Duchateau Islands
-11.408367,154.146249,PT,PP,3,N,Dinyu Point
-11.389059,154.285368,ISL,PP,3,N,Diama Island
-11.37691,154.284051,PT,PP,3,V,East Cape
-11.37691,154.284051,PT,PP,3,N,Cape Deliverance
-10.056631,151.269696,PT,PP,3,N,Delina Point
-10.529262,151.269674,ISL,PP,3,N,Deedes Islet
-10.529262,151.269674,ISL,PP,3,V,Deedes Island
-10.529262,151.269674,ISL,PP,3,V,Deeds Island
-10.718428,150.236035,PT,PP,3,N,South Cape
-8.490582,146.385159,HLL,PP,2,N,Wedge Hill
-8.444862,146.815133,MT,PP,1,N,Verjus Dome
-9.240138,146.876315,ISL,PP,1,N,Vari Vari Island
-8.083942,146.741337,MT,PP,1,N,Mount Turu
-9.02447,146.628312,PT,PP,1,N,Cape Suckling
-9.436088,147.643712,SPUR,PP,1,N,Gerubu Hill
-9.939643,148.736134,MTS,PP,0,N,Keveri Hills
-9.58321,149.511885,ISL,PP,3,N,Button Island
-10.257968,150.731526,PT,PP,3,V,Wawache Point
-10.257968,150.731526,PT,PP,3,N,Wawahe Point
-10.29646,150.743978,PT,PP,3,N,Goilahgoana Point
-10.265054,150.755181,PT,PP,3,N,Giligilai Point
-10.829788,152.544858,ISLS,PP,3,N,Redlick Islets
-11.039491,152.382767,ISL,PP,3,N,Rara Islet
-11.039491,152.382767,ISL,PP,3,V,Rara Island
-10.822792,152.500112,ISL,PP,3,N,Rara Island
-11.150447,151.256259,ISL,PP,3,V,Ouessant Island
-11.150447,151.256259,ISL,PP,3,N,Quessant Island
-11.150447,151.256259,ISL,PP,3,V,Tariwerwi
-11.188675,152.02989,ISL,PP,3,N,Punawan Island
-10.647044,151.110199,ISL,PP,3,N,Kitai Bona Bona Island
-10.84526,152.98133,ISL,PP,3,N,Kimuta Island
-10.964369,151.036498,ISL,PP,3,V,West Islet
-10.964369,151.036498,ISL,PP,3,N,Kera Kera
-10.748654,152.429268,ATOL,PP,3,N,Deboyne Atoll
-10.748654,152.429268,ATOL,PP,3,V,Deboyne Islands
-10.402802,151.436026,ISL,PP,3,N,Dawson Island
-10.304964,151.048665,ISL,PP,3,V,Gibbons Island
-10.304964,151.048665,ISL,PP,3,N,Daiwari Island
-10.304964,151.048665,ISL,PP,3,V,Bwarama Island
-10.304964,151.048665,ISL,PP,3,V,Diawari Island
-11.322071,153.116292,ISL,PP,3,V,Daddy Hai Island
-11.322071,153.116292,ISL,PP,3,V,Daddahei Island
-11.322071,153.116292,ISL,PP,3,N,Dadda Hai Islet
-11.322071,153.116292,ISL,PP,3,V,Brierly Island
-11.201301,152.805325,ISLS,PP,3,N,The Calvados Chain
-10.92294,152.667943,ISLS,PP,3,N,Bushy Islets
-10.560594,151.902492,ISL,PP,3,N,Bunora Islet
-10.560594,151.902492,ISL,PP,3,V,Bunora Island
-10.533615,151.212707,ISL,PP,3,N,Bright Island
-10.53146,150.864845,HDLD,PP,3,N,Negro Head
-10.69884,150.217104,PT,PP,3,N,Monoli Point
-10.566298,150.048283,MTS,PP,3,N,Momore Range
-10.634767,150.034538,PT,PP,3,N,Loua Point
-10.564497,150.762486,ISL,PP,3,N,Ito Island
-10.564497,150.762486,ISL,PP,3,V,Wanepa Island
-10.68242,150.356521,PT,PP,3,N,Isu Mai I U Point
-9.260458,146.929029,ISL,PP,1,N,Lagada Island
-9.260458,146.929029,ISL,PP,1,V,Lagaba Island
-9.260458,146.929029,ISL,PP,1,V,Lagava Island
-7.919915,146.40456,MTS,PP,0,V,Kurai Hills
-7.919915,146.40456,MTS,PP,0,N,Kurai Range
-8.365373,146.82118,MT,PP,1,N,Mount Kumi Kumi
-8.319902,146.889684,MT,PP,1,N,Mount Kuagula
-9.134784,146.907731,ISL,PP,1,N,Koive Island
-8.401905,146.895254,MT,PP,1,N,Mount Koffa
-8.401905,146.895254,MT,PP,1,V,Mount Kofifo
-8.268138,146.884861,MT,PP,1,N,Mount Kareri
-8.885666,146.548787,PT,PP,1,N,Kapripata Point
-11.477913,153.571486,ISL,PP,3,N,Boboa Islet
-11.477913,153.571486,ISL,PP,3,V,Boboa Island
-10.411369,151.241411,ISL,PP,3,N,Blakeney Island
-11.340203,154.012816,PT,PP,3,N,Bia Point
-10.714188,151.240878,ISL,PP,3,N,Bentley Island
-10.714188,151.240878,ISL,PP,3,V,Angusa
-10.714188,151.240878,ISL,PP,3,V,Anagusa Island
-10.943945,152.711891,ISLS,PP,3,N,Basses Islands
-10.944737,152.718342,ISL,PP,3,N,Basses Island
-10.768791,150.679166,ISL,PP,3,N,Ilei Island
-10.768791,150.679166,ISL,PP,3,V,Castori
-10.701096,150.201885,PT,PP,3,V,Rugged Head
-10.701096,150.201885,PT,PP,3,N,Guna Isu
-10.55904,150.900332,PT,PP,3,N,Goodman Point
-10.686818,150.678123,ISL,PP,3,N,Gona Bara Bara
-10.591312,150.020186,ISL,PP,3,N,Geduna Islet
-10.591312,150.020186,ISL,PP,3,V,Geduna Island
-10.587705,150.730839,ISL,PP,3,N,Garahi Island
-10.587705,150.730839,ISL,PP,3,V,Galahi Island
-10.587705,150.730839,ISL,PP,3,V,Head Island
-10.656622,150.343298,ISL,PP,3,N,Gado-Gadoa
-10.656622,150.343298,ISL,PP,3,V,Bilobiloabahalina Island
-10.559726,150.721286,ISL,PP,3,N,East Iguari Island
-10.559726,150.721286,ISL,PP,3,V,Paples Island
-10.559726,150.721286,ISL,PP,3,V,East Igwali Island
-10.559726,150.721286,ISL,PP,3,V,Igwali Island
-10.559726,150.721286,ISL,PP,3,V,Iguari Island
